"name","type","unit","vocabulary","valid_min","valid_max","description","Code_Display","Code_Query","Variable_Order","Variable_Key","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order"
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,NA,NA,NA
"bulk_dens_puddl_surf_lyr","numeric","g/cm3","","0","","Soil bulk density, puddled surface lyer","FLBD","FLBD",NA,NA,"g/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_Ammoniacal_N","numeric","kg/ha","","0","","Floodwater Ammoniacal N","FL4N","FL4N",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_Urea_N","numeric","kg/ha","","0","","Floodwater Urea N","FLUR","FLUR",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_denitrif_rate","numeric","kg/(ha.d)","","0","","Floodwater denitrification date (N)","FDEN","FDEN",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"urea_N_hydrol_rt_flood","numeric","kg/(ha.d)","","0","","Urea N Hydrolysis Rate in Floodwater","FUHY","FUHY",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwtr_aqu_NH3_N_conc","numeric","mg/l","","0","","Floodwater Aqueous NH3 N Conc.","FL3C","FL3C",NA,NA,"mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwtr_nitrate_N_conc","numeric","mg/l","","0","","Floodwater Nitrate N (NO3) Conc.","FL3N","FL3N",NA,NA,"mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwtr_ammonium_N_conc","numeric","mg/l","","0","","Floodwater Ammonium N (NH4) Conc.","FL4C","FL4C",NA,NA,"mg/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_depth","numeric","mm","","0","","Floodwater depth","FLDD","FLDD",NA,NA,"mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwtr_runoff_ovr_bund","numeric","mm/d","","0","","Floodwater runoff over bund","FROD","FROD",NA,NA,"mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"infiltration_rate","numeric","mm/d","","0","","Infiltration rate","INFD","INFD",NA,NA,"mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_photosyn_ind","numeric","","","0","1","Floodwater photosynth. activity index (0 to 1 scale)","FALG","FALG",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,NA,NA,NA
"floodwater_light_index","numeric","","","0","1","Floodwater light index (0 to 1 scale)","FALI","FALI",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_N_index","numeric","","","0","1","Floodwater nitrogen Index (0 to 1 scale)","FLNI","FLNI",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_pH_max_day","numeric","","","","","Floodwater pH, maximum daytime","FLPH","FLPH",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"floodwater_temper_index","numeric","","","0","1","Floodwater Temperature Index (0 to 1 scale)","FLTI","FLTI",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","FLOODWATER",2542,NA,".",NA,NA
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,NA,NA,NA
"plant_pop_reduct_cum","numeric","%","","0","100","Plant population reduction, cumulative","CPO%","CPOPC",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"incr_disease_lf_ar_pcent","numeric","%/day","","0","","Leaf area, increase in diseased area fraction","DLA%","DLAPC",NA,NA,"%/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"plant_pop_reduction_day","numeric","%/day","","0","","Plant population reduction","DPO%","DPOPC",NA,NA,"%/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_length_consum_cumul","numeric","cm/cm2","","0","","Root length consumed, cumulative","CRLF","CRLF",NA,NA,"cm/cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_length_consumed","numeric","cm/(cm2.d)","","0","","Root length consumed","DRLF","DRLF",NA,NA,"cm/(cm2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_lngth_dens_cons_cum","numeric","cm/cm3","","0","","Root ln density consumed, cumulative","CRLV","CRLV",NA,NA,"cm/cm3","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_length_dens_consum","numeric","cm/(cm3.d)","","0","","Root length density consumed","DRLV","DRLV",NA,NA,"cm/(cm3.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"increase_disease_lf_area","numeric","cm2/(m2.d)","","0","","Leaf area, increase in diseased area","DLA","DLA",NA,NA,"cm2/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"leaf_mass_consumed_cumu","numeric","kg/ha","","0","","Leaf mass consumed, cumulative","CLFM","CLFM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_mass_consum_cumul","numeric","kg/ha","","0","","Root mass consumed, cumulative","CRTM","CRTM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"grain_mass_consum_cumul","numeric","kg/ha","","0","","Grain mass consumed, cumulative","CSDM","CSDM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"shell_mass_consum_cumul","numeric","kg/ha","","0","","Shell mass consumed, cumulative","CSHM","CSHM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"stem_mass_consum_cumul","numeric","kg/ha","","0","","Stem mass consumed, cumulative","CSTM","CSTM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"grain_mass_consumed","numeric","kg/ha","","0","","Grain mass consumed","DSDM","DSDM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"stem_mass_consumed","numeric","kg/ha","","0","","Stem mass consumed","DSTM","DSTM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"leaf_mass_consumed","numeric","kg/(ha.d)","","0","","Leaf mass consumed per day","DLFM","DLFM",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_mass_consumed","numeric","kg/(ha.d)","","0","","Root mass consumed","DRTM","DRTM",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"shell_mass_consumed","numeric","kg/(ha.d)","","0","","Shell mass consumed","DSHM","DSHM",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"leaf_area_consumed_cumu","numeric","m2/m2","","0","","Leaf area consumed or destroyed by pests or diseases, cumulative","CLAI","CLAI",NA,NA,"m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"leaf_area_consumption","numeric","m2/(m2.d)","","0","","Leaf area consumed per day","DLAI","DLAI",NA,NA,"m2/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"corn_earworm","numeric","/m","","0","","Corn earworms population (larvae)","CEW","CEW",NA,NA,"number/m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"velvetbn_catrpllar_5inst","numeric","/m","","0","","Velvetbean caterpillar 5 instar count","VBC5","VBC5",NA,NA,"number/m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"velvetbn_catrpllar_6inst","numeric","/m","","0","","Velvetbean caterpillar 6 instar count","VBC6","VBC6",NA,NA,"number/m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"grain_numb_consum_cumul","numeric","/m2","","0","","Grain number consumed, cumulative","CSD#","CSDno",NA,NA,"number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"shell_numb_consum_cumul","numeric","/m2","","0","","Shell number consumed, cumulative","CSH#","CSHno",NA,NA,"number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"fall_armyworm","numeric","/m2","","0","","Fall armyworm population count","FAW","FAW",NA,NA,"number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"root_worm","numeric","/m2","","0","","Root worm population count","RTWM","RTWM",NA,NA,"number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"southern_green_stinkbug","numeric","/m2","","0","","Southern green stinkbug population count","SGSB","SGSB",NA,NA,"number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"soybean_looper","numeric","/m2","","0","","Soybean looper population count","SL","SL",NA,NA,"number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"grain_number_consumed","numeric","/(m2.d)","","0","","Grain number consumed","DSD#","DSDno",NA,NA,"number/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"shell_number_consumed","numeric","/(m2.d)","","0","","Shell number consumed","DSH#","DSHno",NA,NA,"number/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,".",NA,NA
"lodging_percent","numeric","%","","","","Percent lodging","LDG%D","LDGPCD",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,NA,NA,NA
"plant_population","numeric","/(m2.d)","","","","Plant population","PLPD","PLPD",NA,NA,"number/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PEST_POPS_EFFECTS",2551,NA,NA,NA,NA
