"name","type","unit","vocabulary","valid_min","valid_max","description","Code_Display","Code_Query","Variable_Order","Variable_Key","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order"
"N_lost_tile_drain","numeric","kg/ha","","0","","N lost through tile drain, cumulative","TDNC","TDNC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2020-11-19, chp",".",NA,NA
"N_lost_tile_drain_day","numeric","kg/ha","","0","","N lost through tile drain, daily","TDND","TDND",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2020-11-19, chp",".",NA,NA
"NO3_conc_tile_drain","numeric","mg[N]/l","","0","","Tile nitrate-N concentration","TDNCD","TDNCD",NA,NA,"mg[N]/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,"2021-02-25, chp",".",NA,NA
"N_mineralization_cumul","numeric","kg/ha","","0","","N mineralization, cumulative from bottom of profile","NMNC","NMNC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,NA,".",NA,NA
"organic_N_in_soil","numeric","kg/ha","","0","","Organic N in soil","NOAD","NOAD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,NA,".",NA,NA
"residue_N_remaining","numeric","kg/ha","","0","","Residue N remaining","TFON","TFON",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,NA,".",NA,NA
"NH3_volatilization_rate","numeric","kg/(ha.d)","","0","","NH3 N volatilization rate","AMLS","AMLS",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,NA,".",NA,NA
"nitrificat_rate_oxid_lyr","numeric","kg/(ha.d)","","0","","Nitrificaton Rate (N), oxidized layer","OXRN","OXRN",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN",2521,NA,".",NA,NA
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"sediment_loss","numeric","%","","0","100","Sediment loss","SEDM","SEDM",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"soil_CO2_emission","numeric","g/(m2.d)","","0","","Soil CO2 (as C) emission on a given day","SCO2D","SCO2D",NA,NA,"g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"CO2_accumulated_surface","numeric","kg/ha","","0","","CO2, accumulated by soil surface","CO20C","CO20C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"CO2_soil_accumulated","numeric","kg/ha","","0","","CO2, accumulated soil","CO2SC","CO2SC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"available_P_kg/ha","numeric","kg/ha","","0","","P available for plant uptake                 .","PAVTD","PAVTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"P_mineralized_cum","numeric","kg/ha","","0","","Cumulative P mineralization                  .","PMNC","PMNC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"org_matter_added_cumul","numeric","kg/ha","","0","","Organic matter added, cumulative","RESC","RESC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,"RECM",NA,NA
"org_matter_N_added_cum","numeric","kg/ha","","0","","Organic matter N added, cumulative","RESNC","RESNC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"org_matter_P_added_cum","numeric","kg/ha","","0","","Organic matter P added, cumulative","RESPC","RESPC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"organic_C_active_surface","numeric","kg/ha","","0","","Organic C, active on surface","S1C0D","S1C0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"organic_C_active_tot","numeric","kg/ha","","0","","Organic C, active,soil total","S1CTD","S1CTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"organic_N_active_surface","numeric","kg/ha","","0","","Organic N, active on surface","S1N0D","S1N0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"org_N_active_soil_total","numeric","kg/ha","","0","","Organic N, active,soil total","S1NTD","S1NTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"organic_C_intermed_tot","numeric","kg/ha","","0","","Organic C, intermediate, soil total","S2CTD","S2CTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"organic_N_intermed_tot","numeric","kg/ha","","0","","Organic N, intermediate, soil total","S2NTD","S2NTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"soil_org_C_passive_tot","numeric","kg/ha","","0","","Organic C, passive, soil total","S3CTD","S3CTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"org_N_passive_soil_tot","numeric","kg/ha","","0","","Organic N, passive, soil total","S3NTD","S3NTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"org_C_stable_user_depth","numeric","kg/ha","","0","","Organic C, stable at user defined depth","SCDD","SCDD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"organic_carbon_soil_tot","numeric","kg/ha","","0","","Organic carbon, soil total","SCTD","SCTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"org_N_stable_user_depth","numeric","kg/ha","","0","","Organic N, stable @ user depth","SNDD","SNDD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_N_to_surface","numeric","kg/ha","","0","","Senesced N to surface","SNN0C","SNN0C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_N_to_soil","numeric","kg/ha","","0","","Senesced N to soil","SNN1C","SNN1C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"P_senesce_surf","numeric","kg/ha","","0","","P senesced to surface","SNP0C","SNP0C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"P_senesce_soil","numeric","kg/ha","","0","","P senesced to soil","SNP1C","SNP1C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"org_nitrogen_soil_total","numeric","kg/ha","","0","","Organic nitrogen, soil total","SNTD","SNTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_dry_mat_to_surf","numeric","kg/ha","","0","","Senesced dry matter to surface","SNW0C","SNW0C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_dry_mat_to_soil","numeric","kg/ha","","0","","Senesced dry matter to soil","SNW1C","SNW1C",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"litter_C_struct_surface","numeric","kg/ha","","0","","Litter carbon, structural  surface","STC0D","STC0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"litter_Cstructural","numeric","kg/ha","","0","","Litter carbon, structural","STCTD","STCTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"litter_N_struct_surf","numeric","kg/ha","","0","","Litter N, structural  surface","STN0D","STN0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"litter_Nstructural","numeric","kg/ha","","0","","Litter N, structural","STNTD","STNTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_C_added_litter","numeric","kg/(ha.d)","","0","","Senesced C added to litter","SENC0","SENC0",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_C_added_to_soil","numeric","kg/(ha.d)","","0","","Senesced C added to soil","SENCS","SENCS",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_lignin_to_lit","numeric","kg/(ha.d)","","0","","Senesced lignin added to litter","SENL0","SENL0",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_lignin_to_soil","numeric","kg/(ha.d)","","0","","Senesced lignin added to soil","SENLS","SENLS",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_N_added_litter","numeric","kg/(ha.d)","","0","","Senesced N added to litter","SENN0","SENN0",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_N_added_to_soil","numeric","kg/(ha.d)","","0","","Senesced N added to soil","SENNS","SENNS",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_N_add_lit_soil","numeric","kg/(ha.d)","","0","","Senesced N added to litter+soil","SENNT","SENNT",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"senesced_wt_to_soil","numeric","kg/(ha.d)","","0","","Senesced wt added to litter+soil","SENWT","SENWT",NA,NA,"kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"N_stress_photosyn_leaf","numeric","","","0","1","Nitrogen stress factor, physiol average for life span of a single leaf (0 to 1 scale)","NSPAV","NSPAV",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"N_stress_photosyn_daily","numeric","","","0","1","Nitrogen stress factor, photosynthesis (0 to 1 scale)","NSTD","NSTD",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"N_to_P_ratio","numeric","","","","","N to P ratio in vegetative tissue","NTOP","NTOP",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"P_stress_veg","numeric","","","0","1","P stress which affects vegetative partitioning (0-1)","PST1A","PST1A",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"P_stress_photo","numeric","","","0","1","P stress factor for reducing photosynthate (0-1)","PST2A","PST2A",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,NA,NA,NA
"reserves_factor_photosyn","numeric","","","0","1","Reserves factor for photosynthesis (0 to 1 scale)","RSFP","RSFP",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"soil_organic_carbon","numeric","t/ha","","0","","Soil organic carbon, total in profile","SOCD","SOCD",NA,NA,"t/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER",2522,NA,".",NA,NA
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"litter_P_on_surface","numeric","kg/ha","","0","","Litter P in surface litter","LP0D","LP0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,".",NA,NA
"litter_P_total","numeric","kg/ha","","0","","Litter P in all soil layers and surface","LPTD","LPTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"total_active_P_kg/ha","numeric","kg/ha","","0","","Total active soil P                        .","PACTD","PACTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"P_immobilized_cum","numeric","kg/ha","","0","","Cumulative P immobilization                   .","PIMC","PIMC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"total_inorganic_P_in_soil","numeric","kg/ha","","0","","Total inorganic soil P                    .","PITTD","PITTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"total_labile_P_in_soil","numeric","kg/ha","","0","","Total labile soil P                         .","PLBTD","PLBTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"P_leached","numeric","kg/ha","","0","","Phosphorus leached, cumulative from bottom of profile","PLCC","PLCC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,".",NA,NA
"organic_P_active_surface","numeric","kg/ha","","0","","Organic P, active on surface","S1P0D","S1P0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,".",NA,NA
"P_conc_tile_drain","numeric","10-6g[P]/l","","0","","Tile reactive P concentration","TDPCD","TDPCD",NA,NA,"10-6g[P]/l","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,"2021-02-25, chp",".",NA,NA
"org_P_active_soil_total","numeric","kg/ha","","0","","Organic P, active,soil total","S1PTD","S1PTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,".",NA,NA
"total_soil_P","numeric","kg/ha","","0","","Total P in soil","SLPAD","SLPAD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,NA,NA,NA
"soil_P_at_maturity","numeric","kg/ha","","0","","Soil P at maturity","SLPAM","SLPAM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PHOSPHORUS",2523,NA,".",NA,NA
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,NA,NA,NA
"litter_C_on_surface","numeric","kg/ha","","0","","Litter carbon on surface","LC0D","LC0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_carbon_total","numeric","kg/ha","","0","","Litter carbon, total","LCTD","LCTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_C_metabol_surface","numeric","kg/ha","","0","","Litter carbon, metabolic surface","MEC0D","MEC0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_C_metabolic","numeric","kg/ha","","0","","Litter carbon, metabolic","MECTD","MECTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_N_metabol_surface","numeric","kg/ha","","0","","Litter N, metabolic surface","MEN0D","MEN0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_N_metabolic","numeric","kg/ha","","0","","Litter N, metabolic","MENTD","MENTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_P_metabol_surface","numeric","kg/ha","","0","","Litter P, metabolic surface","MEP0D","MEP0D",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"litter_P_metabolic","numeric","kg/ha","","0","","Litter P, metabolic","MEPTD","MEPTD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SURFACE_LITTER",2524,NA,".",NA,NA
"CO2_emissions_day","numeric","g/ha","","0","","Daily CO2 emitted from decomposition of SOM","CO2ED","CO2ED",NA,NA,"g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",NA,NA
"N2O_emissions_day","numeric","g/ha","","0","","Daily N2O emitted from soil","N2OED","N2OED",NA,NA,"g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",NA,NA
"CH4_emissions_day","numeric","g/ha","","0","","Daily methane emitted from soil","CH4ED","CH4ED",NA,NA,"g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",NA,NA
"NH3_emissions_day","numeric","g/ha","","0","","Daily ammonia emitted from soil","NH3ED","NH3ED",NA,NA,"g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",NA,NA
"NH4_emissions_day","numeric","g/ha","","0","","Daily ammonium emitted from soil","NH4ED","NH4ED",NA,NA,"g/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_GHG_EMISSIONS",2525,"2020-11-20, chp",".",NA,NA
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,NA,NA,NA
"PAR_interception-daily","numeric","%","","0","100","PAR (light) interception","LI%D","LIPCD",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,NA,NA,NA
"PAR_intercepted_noon","numeric","%","","0","100","PAR (light) noon interception","LI%N","LIPCN",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"PAR_interception","numeric","%","","0","100","PAR interception","PARI","PARI",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,"LI%D",NA,NA
"canopy_temp_daily_avg","numeric","degree_C","","","","Temperature, daily canopy average","TGAV","TGAV",NA,NA,"degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"temperature_noon_canopy","numeric","degree_C","","","","Temperature, noon canopy","TGNN","TGNN",NA,NA,"degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"photosynth_gross_CH2O","numeric","g/(m2.d)","","0","","Photosynthesis, gross (as CH2O)","PHAD","PHAD",NA,NA,"g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"PAR_utiliz_efficiency","numeric","g/MJ","","0","","PAR utilization efficiency","PARUE","PARUE",NA,NA,"g/MJ","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"photosyn_gross_CO2_noon","numeric","mg/(m2.s)","","0","","Photosynthesis, gross (CO2), noon","PHAN","PHAN",NA,NA,"mg/(m2.s)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"rainfall_cumulative","numeric","mm","","0","","Rainfall, cumulative","PREC","PREC",NA,NA,"mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_PLANT_ATMOS",2531,NA,".",NA,NA
"treatment_lev_ID","numeric","","","","","Treatment id for observed data, unique internal ID","OBS_TRT_ID","OBS_TRT_ID",1,1,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,NA,NA,NA
"year","numeric","year","","","","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","YEAR","fd_YEAR",2,1,"year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,NA,NA,NA
"day","numeric","day","","0","366","Day of year, or if year = -99 then DAP or DAH","DAY","fd_DAY",3,1,"day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,NA,NA,NA
"seed_N_conc_planting","numeric","%","","0","","Seed (i.e., what is sown) nitrogen concentration","SDN%D","SDNPCD",NA,NA,"%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"N_inorganic_appl_tot","numeric","kg/ha","","0","","N, inorganic, applied up to harvest maturity","NICM","NICM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"org_matter_appl_dry_cum","numeric","kg/ha","","0","","Organic matter appl (dry), cumulative","OMAC","OMAC",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"phosphorus_applied_cum","numeric","kg/ha","","0","","Phosphorus applied (cumulative)","PICM","PICM",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,NA,NA,NA
"seed_or_what_sown_N","numeric","kg/ha","","0","","Seed (i.e., what sown) nitrogen","SDNAD","SDNAD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"weight_of_sown_seed","numeric","kg/ha","","0","","Seed (i.e., what sown) weight","SDWAD","SDWAD",NA,NA,"kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"irrigation_cumulative","numeric","mm","","0","","Irrigation, cumulative","IRRC","IRRC",NA,NA,"mm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"irrigation","numeric","mm/d","","0","","Irrigation amount per day","IRRD","IRRD",NA,NA,"mm/d","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"N_applications","numeric","","","","","N applications","NI#M","NInoM",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,".",NA,NA
"phosphorus_applic_no","numeric","","","","","Phosphorus applications (cumulative no.)","PI#M","PInoM",NA,NA,"number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","MANAGEMENT",2541,NA,NA,NA,NA
