"name","Group.Topic","Code_Display","Description","Usage","Comment","ICASA_standard"
"SA101","soil_analys_meth_pH_buff","SAMHB",NA,NA,NA,NA
"SA102","soil_analys_meth_pH_buff","SAMHB",NA,NA,NA,NA
"SA103","soil_analys_meth_pH_buff","SAMHB",NA,NA,NA,NA
"SA104","soil_analys_meth_pH_buff","SAMHB",NA,NA,NA,NA
"SA105","soil_analys_meth_pH_buff","SAMHB",NA,NA,NA,NA
"SA199","soil_analys_meth_pH_buff","SAMHB","Method unknown/not given",NA,NA,NA
