"name","Code_display","Description","Comment","ICASA_standard"
"ST001","site_type","Experiment station field",NA,1
"ST002","site_type","Farm field",NA,1
"ST003","site_type","Controlled environment such as chamber or glasshouse",NA,1
"ST004","site_type","First season of cleared pasture or grassland",NA,1
"ST005","site_type","First season of cleared forest",NA,1
