"name","Group.Topic","Code_Display","Description","Usage","Comment","ICASA_standard"
"A","Environmental modifications","EC???","Add",NA,NA,1
"S","Environmental modifications","EC???","Subtract",NA,NA,1
"M","Environmental modifications","EC???","Multiply",NA,NA,1
"R","Environmental modifications","EC???","Replace",NA,NA,1
