"name","Group.Topic","Code_Display","Description","Usage","Comment","ICASA_standard"
"Y","irrig_applied","IRRIG",NA,NA,NA,NA
"N","irrig_applied","IRRIG",NA,NA,NA,NA
"U","irrig_applied","IRRIG","Irrigation method unknown/not given",NA,NA,NA
